deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Greenpoint Fish & Lobster at The Hugh Midtown,Popi's Oysterette,Marina,56.4%,0746cff5-6e53-4a93-bda8-cbe4cde51128,626a183b-fbc1-426e-ad7e-592368ed5fe7,Popi's Oysterette,"250,000"
Unregular Pizza Midtown,Unregular Pizza,Lower East Side,98.9%,8679d471-40a0-46b8-b41b-7d18c249226b,8cf91e48-faf9-4df5-9552-f46a0bd0d1cd,Unregular Pizza,"1,000,000"
Unregular Pizza Lower East Side,Unregular Pizza,Lower East Side,100.0%,8679d471-40a0-46b8-b41b-7d18c249226b,8cf91e48-faf9-4df5-9552-f46a0bd0d1cd,Unregular Pizza,"1,000,000"
Unregular Bakery Union Square,Unregular Bakery,Union Square,91.1%,a0074e2e-c12d-43c4-b07f-f7eba58fa86e,0bae5bc6-3581-4784-8ddc-9d83f59777fe,Unregular Bakery,"1,000,000"
Local 42 Hell's Kitchen,Criollas Hell's Kitchen,Hell's Kitchen,98.9%,45f037e6-a037-4bc9-a068-070ff1c11d83,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"1,000,000"
Zillions Pizza Hell's Kitchen,Zillions Pizza,Hell's Kitchen,100.0%,cd7a7152-adf8-4fb2-b6d8-1a47e467d22e,f0c6801b-de71-4244-a482-2d4f1d61fd0d,Zillion's Pizza,"1,000,000"
Lovely's Old Fashioned Hell's Kitchen,Lovely's Old Fashioned,Hell's Kitchen,94.6%,20d0ee42-c80f-42e4-b959-d3bf1c844b4d,a7438125-afaf-476b-b166-3e00cd618f36,Lovely's Old Fashioned,"1,000,000"
Steak Frites Bistro Hell's Kitchen,Steak Frites Bistro,Hell's Kitchen,91.7%,6cc3d952-c50f-4e9c-8691-6e9db761f6b1,95daf746-7174-4e83-8eff-b8eaa9a94bf9,Steak Frites,"1,000,000"
Davey's Ice Cream Moynihan Train Hall,Amen Street Fish & Raw Bar,French Quarter - Charleston,55.9%,539cba4d-232a-4572-861f-9750e05135d3,30e733b9-46fe-44a5-a9f2-e83a1f801315,Amen Street,"500,000"
Davey's Ice Cream East Village,Criollas West Village,West Village,64.9%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Davey's Ice Cream Greenpoint,Friedman's Chelsea Market,Friedmans Chelsea Market,59.1%,365f2175-2f96-4296-9ab2-47d250e2898f,fcab5650-6899-4643-912b-ac602728d0e0,Friedman's,"500,000"
Albert's Bar Murray Hill,Montauk Beach House Bar & Grill,Montauk,62.8%,5edf3487-1084-424d-af6c-fb3efe576be1,98b0a2c1-b5a8-47f2-96de-be07e47a5528,Montauk Beach House,"500,000"
Uncork Wraggborough,Uncork,Wraggborough,78.0%,a72a954c-c1b3-414c-a943-89d274562e45,4c716f92-75dd-4378-a83b-b44958de1aaa,Uncork,"500,000"
Spring Cafe Aspen Greenwich Village,Spring Cafe Aspen,Greenwich Village,100.0%,669f25e4-0f7f-47e5-bfba-58b8f7fc6bad,e6338b5f-832e-4e31-84d9-6e008b083002,Spring Cafe Aspen,"500,000"
Crave Fishbar Upper West Side,Criollas West Village,West Village,58.0%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Crave Fishbar Midtown,Bar Madonna,Williamsburg,60.0%,f95fcf53-029f-49a2-9599-062bc7b65957,442f0acb-325c-4fe0-9227-101a0151eab4,Bar Madonna,"500,000"
Cappone's West Village,Criollas West Village,West Village,94.4%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Amor y Amargo,Mano a Mano,Logan Square,68.3%,10b0ac38-1a01-4163-8776-1154d90ce6dd,b8d1188d-8e54-4544-9fae-252d6369e027,Eat Well Hospitality,"250,000"
Pascal And Sabine,Masala Dosa,Inner Sunset,67.1%,8116cde9-d4f6-4833-b3bd-523e44f9399d,d1053b88-5ec2-4553-9c97-89dab8927cf4,Masala Dosa,"250,000"
Libertine Libertine,The Liberties,The Liberties,67.1%,9c577e12-e0fc-46df-b8b7-7e543226ae1e,345998d8-5739-41e1-a575-05a9bf976b69,The Liberties,"250,000"
Homesick,The Homestead,Mission,68.8%,3cf65b38-2cd4-4f49-b9bf-c87541153207,0096b31c-c92c-4d5d-87a6-441327809bdb,The Homestead,"250,000"
Santa Panza,Santa Panza,Bushwick,100.0%,5b28569d-dc4c-4abb-8768-44e81ed0475d,c762b374-85b4-4408-b464-634caca66d66,Santa Panza,"250,000"
Alidoro The Hugh,Alidoro,Bryant Park,93.7%,d3906dd6-27ba-44aa-a8f8-b71941b64fb9,fa5c6b2d-8dce-420f-8ad2-e61f3dd44e59,Alidoro,"500,000"
Alidoro Bryant Park,Alidoro,Bryant Park,88.8%,d3906dd6-27ba-44aa-a8f8-b71941b64fb9,fa5c6b2d-8dce-420f-8ad2-e61f3dd44e59,Alidoro,"500,000"
Alidoro Midtown,Alidoro,Bryant Park,93.6%,d3906dd6-27ba-44aa-a8f8-b71941b64fb9,fa5c6b2d-8dce-420f-8ad2-e61f3dd44e59,Alidoro,"500,000"
Alidoro Rockefeller Center,Alidoro,Bryant Park,67.4%,d3906dd6-27ba-44aa-a8f8-b71941b64fb9,fa5c6b2d-8dce-420f-8ad2-e61f3dd44e59,Alidoro,"500,000"
Raku Soho Regulars,Raku,East Village,61.4%,b40170aa-5423-42ca-8b55-2de03889ffc1,6b297b5a-219a-4c74-955c-75a55994b07e,Patisserie Fouet,"500,000"
Ladybird,Birdee,Williamsburg,67.1%,e0c81b08-1909-4ae9-8326-289c2fbacc8d,7c435f30-a2ba-4393-83ee-86aff33a72e1,Saga Hospitality Group,"250,000"
Soda Club,Hudson Club,Midtown,80.0%,deea7def-04d6-4c6d-b764-f310395d7619,01415935-9b26-4591-92e3-27c67b539b8a,Hudson Club,"250,000"
Mah-Ze-Dahr West Village,Mah-Ze-Dahr,Battery Park City,92.9%,a9eba89d-4f7f-4939-9aee-d9ae77850acc,0718bd4b-6d7a-4ce4-a2d3-6b16e1252d63,Mah-Ze-Dahr,0
Raku Hanare Regulars,Unregular Pizza,Lower East Side,61.4%,8679d471-40a0-46b8-b41b-7d18c249226b,8cf91e48-faf9-4df5-9552-f46a0bd0d1cd,Unregular Pizza,"250,000"
Mah-Ze-Dahr Battery Park City,Mah-Ze-Dahr,Battery Park City,95.0%,a9eba89d-4f7f-4939-9aee-d9ae77850acc,0718bd4b-6d7a-4ce4-a2d3-6b16e1252d63,Mah-Ze-Dahr,0
Bin Bin Sake Williamsburg,Veselka Williamsburg,Williamsburg,76.7%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Rule of Thirds Williamsburg,Veselka Williamsburg,Williamsburg,69.6%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Renzo Hampton Park Terrace,Nº. 79 Bar & Terrace,Nº. 79 Bar & Terrace,80.5%,7911e70b-5214-4ad2-ac4b-e6c0e56fa91a,2d137033-a0d3-4b67-a145-661dc58fc55d,No. 79,"500,000"
Piccolo Angolo West Village,Criollas West Village,West Village,90.8%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Moongate Lounge Chinatown,Moongate Lounge,Chinatown,95.0%,8da46023-a30c-4d13-a04c-5cc15a4808b1,c5f94f5c-9795-49b4-8ce2-6121d2241a52,Mister Jiu's / Moongate Lounge,"500,000"
Nudibranch East Village,Nowon - East Village,East Village,98.2%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Raf's SoHo,Raf's,SoHo,100.0%,cce866d9-80d0-41db-a320-83242190be69,22a8a95d-7cf3-48d0-91a6-601204255504,Raf's,"500,000"
Sunday in Brooklyn Williamsburg,Sunday in Brooklyn,Williamsburg,98.5%,3f27a4f2-8958-4387-a8cc-b13b96ae19ff,6b53ecec-94e9-4914-88a3-18a2175b0a46,Bin Bin Sake / Rule of Thirds,"500,000"
Burgerhead Greenwich Village,Burgerhead,Greenwich Village,87.6%,98fe30fa-14bd-48ab-a30f-17f853329004,ea058449-28e2-48e4-a1a2-2c0f64c5af76,Burgerhead,"500,000"
Moody Tongue Sushi West Village,Moody Tongue Sushi,West Village,93.5%,7b24148b-998e-40e7-8bac-450924a291eb,9aa582d3-403f-4461-b02f-48c27b60d543,Moody Tongue,"500,000"
Rancho Lewis NoMo,Rancho Lewis,NoMo,100.0%,e1ac129c-1c1e-4e94-9328-096b48080e3e,44e3a16a-01b5-4878-9f0b-33d8121351bb,Lewis Barbecue / Rancho Lewis,"500,000"
Brenda's Meat & Three NOPA,Brenda's Meat & Three,NOPA,100.0%,965cceca-4a6f-477b-82f8-3dd816e75f3b,ce581429-728c-4c77-a94f-73dd079d1ca9,Brenda and the Krewe,"500,000"
